name,price,status,shipping,free_returns,items_sold
NEW Ninebot Segway MiniPro Motor Assembly With Mounted Tire PN: 25223-00001,3671,Brand New,0,True,
Town & Country II electric scooter,97500,Brand New,38500,False,
RAZOR Sonic Glow Electric Scooter in Black - Whisper Quiet Up To 10 MPH,6100,Brand New,4000,False,
New ListingElectric Scooter A8,59900,Brand New,0,False,
Electric Scooter 60V 5600W Dual Drive Foldable 80km/h Fast with Seat/ 2 wheels,130222,Brand New,0,False,
New ListingRazor Black 36 V Electric DXT Drift Trike Powered Ride-On with Adjustable Seat,47999,New (Other),0,True,
Segway SuperScooter GT1 by Ninebot 37.3 mph Top Speed 43.5 Mile Sport Scooter,250000,Brand New,0,True,
Razor E300 250W 24V Electric Scooter - Blue,10800,Brand New,5816,False,
"Adult Electric Scooter Up to 18 MPH Commuter Scooter,350W",46900,Brand New,0,True,
"Electric Scooter for Adults with 500W Motor Folding E-Scooter w/ Seat 25MPH 10""",50999,Brand New,0,False,
"Razor E250 scooter, modified.",8000,Pre-Owned,,False,
Segway ninebot max g30 electric scooter,55000,Pre-Owned,0,False,
24V 2A Lithium Battery Charger For Electric Pride Mobility WHEELCHAIR Scooter,1149,Brand New,0,True,
New ListingElectric Scooter,16000,Brand New,2925,False,
"CycleBoard Rover Electric Scooter |  27 MPH, 40 Miles Range + Golf Bag Attach.",150000,Pre-Owned,21241,False,
24V Volt Battery Charger For Razor MX350 Razor Power Core E90 Electric Scooter,1069,Brand New,0,True,
Segway Ninebot KickScooter F30 Folding Electric Kick Scooter - Dark Gray,28999,Pre-Owned,0,True,
Gotrax Flash Electric  Scooter Lithium Battery ￼￼,10900,Brand New,230,False,
Electric Scooter Adult 🛴500W Motor Foldable 21 MPH  Max Speed  35 KM LONG RANGE,38859,New (Other),0,True,
Mercane 2019 WideWheel/2020 Widewheel Pro Folding Electric Scooter wide wheel,74000,Pre-Owned,,False,
"Macwheel Electric Scooter for Kids, 2 Speed Modes, Up to 10 mph Age 8+, Black F1",11299,Brand New,0,False,
8 Inch Electric Scooter Front Damping Wheel Hydraulic Shock Absorber Accessories,2282,Brand New,0,False,
Koowheel newest electric skates hovershoes X1 stock in usa ,15900,Brand New,0,False,137
"8.5"" Hoverboard OffRoad Bluetooth Hoover board Electric Scooter Adult NO Bag",16999,Brand New,0,False,
Segway Ninebot F25 Foldable Commuter Electric Kick Scooter - Dark Grey,30999,Refurbished,0,True,
500W Long Range E-Folding Scooter 19mph Urban Commuter Scooter Adults Portable,46505,Brand New,0,True,
Electric Scooter 15.5mph Long Range Folding Adult Kick E-Scooter Urban Commuter,23699,Brand New,0,False,
